price,tax,manufacturer,model,production year,category,leather interior,fuel type,engine volume,mileage,cylinders,gear box type,drive wheels,wheel,color,airbags
43416,971.0,hyundai,santafe,2016,jeep,yes,diesel,2.2,137986.0,4,automatic,front,leftwheel,silver,4
392,1325.0,toyota,camry,2019,sedan,yes,petrol,2.5,12336.0,4,automatic,front,leftwheel,blue,12
11726,308.0,honda,fit,2015,hatchback,yes,hybrid,1.5,102528.0,4,automatic,front,leftwheel,black,4
28225,911.0,mercedes-benz,c220,2010,sedan,yes,diesel,2.2turbo,0.0,4,tiptronic,rear,leftwheel,black,6
25716,891.0,hyundai,elantra,2016,sedan,no,petrol,2,45500.0,4,tiptronic,front,leftwheel,black,12
12544,640.0,volkswagen,jetta,2013,sedan,no,petrol,2,112000.0,4,manual,front,leftwheel,grey,10
36065,1624.0,lexus,rx350,2009,jeep,yes,petrol,3.5,155200.0,4,tiptronic,4x4,leftwheel,brown,12
392,441.0,hyundai,sonata,2015,sedan,yes,hybrid,2.4,77830.0,4,automatic,front,leftwheel,grey,12
1725,1363.0,mercedes-benz,ml350,2012,jeep,yes,diesel,4.6,180659.0,4,automatic,4x4,leftwheel,black,12
36899,1091.0,hyundai,h1,2016,minivan,yes,diesel,2.5,110169.0,4,automatic,front,leftwheel,silver,4
7213,875.0,mitsubishi,mirage,2012,hatchback,no,petrol,1,111111.0,4,automatic,front,right-handdrive,golden,4
3450,586.0,toyota,prius,2012,hatchback,yes,hybrid,1.8,35083.0,4,automatic,front,leftwheel,white,12
9565,397.0,lexus,ct200h,2016,hatchback,yes,hybrid,1.8,71904.0,4,automatic,front,leftwheel,white,0
14113,765.0,ford,focus,2015,sedan,no,petrol,2,54000.0,4,automatic,front,leftwheel,carnelianred,6
314,382.0,ford,fusion,2015,sedan,yes,hybrid,2,91760.0,4,automatic,front,leftwheel,black,0
6429,830.0,honda,accord,2019,sedan,yes,petrol,1.5,4088.0,4,automatic,front,leftwheel,blue,12
29094,642.0,ssangyong,rexton,2012,jeep,yes,diesel,2,78732.0,4,automatic,front,leftwheel,white,4
19312,707.0,hyundai,tucson,2011,jeep,yes,diesel,2,199660.0,4,automatic,front,leftwheel,grey,4
44843,1249.0,hyundai,h1,2017,universal,yes,diesel,2.5,105743.0,4,automatic,front,leftwheel,white,4
32744,765.0,chevrolet,captiva,2015,jeep,yes,diesel,2,48294.0,4,automatic,front,leftwheel,silver,4
11290,891.0,hyundai,sonata,2016,sedan,yes,lpg,2,256355.0,4,automatic,front,leftwheel,silver,4
11604,639.0,hyundai,sonata,2014,sedan,yes,lpg,2,118365.5,4,automatic,front,leftwheel,silver,4
14269,1017.0,jaguar,f-pace,2017,jeep,yes,diesel,2,50531.0,4,automatic,4x4,leftwheel,red,12
42400,730.0,ssangyong,actyon,2016,jeep,yes,diesel,1.6,75300.0,4,automatic,front,leftwheel,black,4
11917,843.0,toyota,prius,2008,hatchback,no,hybrid,1.5,190000.0,4,automatic,front,leftwheel,skyblue,8
7056,873.0,mitsubishi,mirage,2014,hatchback,no,petrol,1,10000.0,4,automatic,front,right-handdrive,white,4
15681,891.0,hyundai,sonata,2016,sedan,yes,lpg,2,276546.0,4,automatic,front,leftwheel,silver,4
47,1493.0,lexus,rx350,2016,jeep,yes,petrol,3.5,65981.0,4,automatic,front,leftwheel,black,12
34108,777.0,hyundai,h1,2014,minivan,yes,diesel,2.5,97010.0,4,automatic,front,leftwheel,grey,4
13500,1327.0,toyota,4runner,2011,jeep,no,petrol,4,137600.0,4,automatic,4x4,leftwheel,grey,12
941,584.0,volkswagen,jetta,2014,sedan,yes,diesel,1.8,69248.0,4,automatic,front,leftwheel,blue,12
220,259.0,chevrolet,volt,2014,hatchback,yes,hybrid,1.4,110958.0,4,automatic,front,leftwheel,black,0
45473,1249.0,toyota,rav4,2017,jeep,yes,petrol,2.5,17600.0,4,automatic,4x4,leftwheel,red,12
12544,831.0,hyundai,sonata,2011,sedan,no,petrol,2.4,98000.0,4,automatic,front,leftwheel,silver,8
16766,584.0,chevrolet,cruze,2014,sedan,yes,petrol,1.8,59532.0,4,automatic,front,leftwheel,grey,4
31,1113.0,mazda,cx-9,2012,sedan,yes,petrol,3.7,291840.0,4,automatic,front,leftwheel,black,12
10036,891.0,hyundai,sonata,2016,sedan,yes,lpg,2,118365.5,4,automatic,front,leftwheel,orange,4
6272,790.0,hyundai,elantra,2009,sedan,yes,diesel,1.6,53256.0,4,automatic,front,leftwheel,blue,4
15367,765.0,hyundai,sonata,2015,sedan,yes,lpg,2,51274.0,4,automatic,front,leftwheel,silver,4
16621,1511.0,hyundai,genesis,2010,coupe,yes,petrol,3.8,151977.0,4,automatic,front,leftwheel,blue,4
13485,765.0,hyundai,sonata,2015,sedan,yes,lpg,2,30363.0,4,automatic,front,leftwheel,silver,4
22947,836.0,hyundai,tucson,2010,jeep,yes,diesel,2,199356.0,4,automatic,front,leftwheel,white,4
22580,779.0,toyota,camry,2013,sedan,yes,hybrid,2.5,166720.0,4,automatic,front,leftwheel,silver,12
3450,607.0,toyota,camry,2019,sedan,yes,hybrid,2.5,9626.0,4,automatic,front,leftwheel,black,12
3293,1086.0,chevrolet,impala,2012,sedan,yes,petrol,3.6,128195.0,4,automatic,front,leftwheel,black,12
14113,761.0,toyota,prius,2010,hatchback,no,hybrid,1.8,123270.0,4,automatic,front,leftwheel,black,12
16838,419.0,nissan,march,2013,hatchback,yes,petrol,1.2,59000.0,4,automatic,front,leftwheel,black,4
22580,1017.0,mercedes-benz,e300,2017,sedan,yes,petrol,2,50930.0,4,automatic,rear,leftwheel,black,12
13500,1017.0,hyundai,santafe,2017,jeep,yes,diesel,2,40950.0,4,automatic,front,leftwheel,silver,4
13500,1572.0,mercedes-benz,cls55amg,2019,coupe,yes,petrol,3,0.0,4,automatic,4x4,leftwheel,black,12
6586,1163.0,toyota,vitz,2010,hatchback,no,petrol,1,39000.0,4,automatic,front,right-handdrive,black,10
627,917.0,bmw,535,2013,sedan,yes,hybrid,3,195941.0,4,automatic,rear,leftwheel,black,12
19676,531.0,hyundai,elantra,2012,sedan,yes,petrol,1.6,152000.0,4,automatic,front,leftwheel,white,4
18817,609.0,toyota,camry,2018,sedan,yes,hybrid,2.5,35058.0,4,automatic,front,leftwheel,white,12
6272,789.0,chevrolet,cruze,2009,sedan,yes,petrol,1.6,66444.0,4,automatic,front,leftwheel,black,4
706,986.0,lexus,hs250h,2010,sedan,yes,hybrid,2.4,275654.0,4,automatic,front,leftwheel,red,12
15681,781.0,ford,transit,2005,microbus,no,diesel,2.4turbo,176000.0,4,manual,rear,leftwheel,white,1
470,753.0,hyundai,sonata,2012,sedan,yes,hybrid,2.4,202864.0,4,automatic,front,leftwheel,blue,0
1646,1058.0,mercedes-benz,e350,2012,sedan,yes,diesel,3.5,240987.0,4,automatic,4x4,leftwheel,black,12
314,259.0,chevrolet,volt,2014,hatchback,yes,hybrid,1.4,131893.0,4,automatic,front,leftwheel,brown,0
20005,531.0,hyundai,elantra,2012,sedan,yes,petrol,1.6,107179.0,4,automatic,front,leftwheel,white,4
3293,1659.0,toyota,tundra,2014,sedan,yes,petrol,5.7,0.0,4,automatic,4x4,leftwheel,white,12
43626,770.0,hyundai,tucson,2016,jeep,yes,diesel,1.7,122856.0,4,automatic,front,leftwheel,black,4
549,1234.0,mazda,cx-9,2011,sedan,yes,petrol,3.7,134157.0,4,automatic,4x4,leftwheel,black,12
2666,382.0,ford,fusion,2015,sedan,yes,hybrid,2,100747.0,4,automatic,front,leftwheel,green,0
188,831.0,hyundai,sonata,2011,sedan,yes,hybrid,2.4,108826.0,4,automatic,front,leftwheel,black,0
35617,765.0,chevrolet,captiva,2015,jeep,yes,diesel,2,123843.0,4,automatic,front,leftwheel,grey,4
21893,503.0,toyota,aqua,2012,hatchback,yes,petrol,1.5,58600.0,4,automatic,front,leftwheel,black,4
1646,640.0,ford,fusion,2013,sedan,yes,hybrid,2,174619.0,4,automatic,front,leftwheel,grey,0
314,779.0,toyota,camry,2013,sedan,yes,hybrid,2.5,225510.0,4,automatic,front,leftwheel,white,12
13500,765.0,hyundai,santafe,2015,jeep,yes,diesel,2,48484.0,4,automatic,front,leftwheel,silver,4
22580,781.0,toyota,camry,2012,sedan,yes,petrol,2.5,13800.0,4,tiptronic,front,leftwheel,blue,12
1176,934.0,mazda,1000,2015,sedan,yes,petrol,2.5,142800.0,4,automatic,front,leftwheel,grey,12
157,1363.0,lexus,gx460,2012,jeep,yes,petrol,4.6,189704.0,4,automatic,4x4,leftwheel,grey,0
3293,761.0,toyota,prius,2010,hatchback,yes,hybrid,1.8,159382.0,4,automatic,front,leftwheel,white,12
15530,502.0,toyota,aqua,2013,hatchback,yes,petrol,1.5,123700.0,4,automatic,front,leftwheel,black,4
5018,779.0,toyota,camry,2013,sedan,yes,hybrid,2.5,190549.0,4,automatic,front,leftwheel,black,12
22473,502.0,honda,fit,2013,hatchback,yes,petrol,1.5,55000.0,4,automatic,front,leftwheel,golden,4
20100,586.0,mercedes-benz,c250,2012,sedan,yes,petrol,1.8,96432.0,4,tiptronic,rear,leftwheel,white,12
25089,502.0,toyota,aqua,2013,hatchback,yes,petrol,1.5,83362.0,4,automatic,front,leftwheel,black,4
2587,642.0,audi,a3,2012,sedan,yes,diesel,2,174966.0,4,automatic,front,leftwheel,black,12
13485,862.0,volkswagen,jettaსასწაფოდ,2011,sedan,yes,petrol,2.5,134400.0,4,tiptronic,front,leftwheel,black,6
5802,1055.0,mercedes-benz,e350,2013,sedan,yes,diesel,3.5,107800.0,4,automatic,rear,leftwheel,grey,12
14740,645.0,chevrolet,corvette,2011,sedan,yes,petrol,1.8,117000.0,4,tiptronic,front,leftwheel,white,12
21639,751.0,kia,optima,2013,sedan,yes,hybrid,2.4,109000.0,4,automatic,front,leftwheel,white,12
7919,503.0,toyota,aqua,2012,hatchback,yes,hybrid,1.5,163312.0,4,automatic,front,leftwheel,silver,4
13015,798.0,mercedes-benz,glk250,2015,jeep,yes,diesel,2.1,199189.0,4,automatic,4x4,leftwheel,blue,12
282,640.0,ford,fusion,2013,sedan,yes,hybrid,2,174619.0,4,automatic,front,leftwheel,grey,0
19707,531.0,hyundai,elantra,2012,sedan,yes,petrol,1.6,97000.0,4,automatic,front,leftwheel,white,4
13589,531.0,hyundai,elantra,2012,sedan,yes,petrol,1.6,162911.0,4,automatic,front,leftwheel,white,4
28015,595.0,toyota,aqua,2015,hatchback,yes,petrol,1.5,122637.0,4,automatic,front,leftwheel,black,4
1550,781.0,mitsubishi,minica,2013,goodswagon,no,petrol,0.7,48000.0,4,manual,4x4,right-handdrive,white,0
43905,1011.0,ford,mustang,2016,coupe,no,petrol,2.3turbo,85000.0,4,tiptronic,rear,leftwheel,blue,8
5488,394.0,toyota,camry,2014,sedan,yes,hybrid,2.5,109798.0,4,automatic,front,leftwheel,white,12
1019,831.0,hyundai,elantra,2017,sedan,yes,petrol,1.6,25635.0,4,automatic,front,leftwheel,black,12
47042,696.0,mercedes-benz,sprinter316cdi,2013,microbus,no,diesel,2.2turbo,220000.0,4,manual,rear,leftwheel,white,2
314,1399.0,lexus,rx450,2010,jeep,yes,hybrid,3.5,118365.5,4,automatic,4x4,leftwheel,silver,12
11604,475.0,chevrolet,volt,2012,sedan,yes,plug-inhybrid,1.4,0.0,4,automatic,front,leftwheel,silver,10
53154,891.0,hyundai,santafe,2016,jeep,yes,diesel,2,99000.0,4,automatic,front,leftwheel,silver,4
17719,765.0,hyundai,grandeur,2015,sedan,yes,lpg,2,81125.0,4,automatic,front,leftwheel,silver,4
14426,1185.0,hyundai,h1,2009,minivan,yes,diesel,2.5,72999.0,4,automatic,front,leftwheel,black,4
6586,1077.0,toyota,chr,2019,jeep,yes,petrol,2,19968.0,4,automatic,front,leftwheel,white,12
20542,765.0,hyundai,sonata,2015,sedan,yes,lpg,2,43071.0,4,automatic,front,leftwheel,white,4
49000,765.0,bmw,420,2015,coupe,yes,petrol,2.0turbo,28800.0,4,tiptronic,rear,leftwheel,black,10
18660,650.0,chevrolet,cruzepremier,2016,sedan,yes,petrol,1.4turbo,9470.0,4,automatic,front,leftwheel,silver,8
862,394.0,toyota,camry,2014,sedan,yes,hybrid,2.5,130478.0,4,automatic,front,leftwheel,white,12
392,1017.0,mercedes-benz,e300,2017,sedan,yes,petrol,2,1600.0,4,automatic,rear,leftwheel,black,12
25716,1588.0,nissan,navara,2007,pickup,no,diesel,2.5turbo,220000.0,4,automatic,4x4,leftwheel,silver,8
17092,764.0,kia,optima,2015,sedan,yes,petrol,2,41088.0,4,automatic,front,leftwheel,black,4
18817,609.0,toyota,camry,2018,sedan,yes,hybrid,2.5,35058.0,4,automatic,front,leftwheel,white,12
28288,446.0,honda,fit,2014,hatchback,yes,petrol,1.3,36261.0,4,automatic,front,leftwheel,black,4
13500,915.0,bmw,535,2014,sedan,yes,diesel,3.0turbo,64000.0,4,tiptronic,rear,leftwheel,grey,12
94,1017.0,hyundai,elantra,2017,jeep,yes,petrol,2,284251.0,4,automatic,front,leftwheel,grey,12
24458,583.0,mini,countryman,2011,jeep,yes,petrol,1.6,83000.0,4,tiptronic,front,leftwheel,green,8
28225,900.0,mitsubishi,outlanderxl,2015,jeep,yes,petrol,2.4,117000.0,4,automatic,front,leftwheel,blue,10
14269,1266.0,honda,"fit""s""-paketi.",2014,sedan,no,hybrid,1.5,76000.0,4,tiptronic,front,right-handdrive,black,8
16308,781.0,lexus,gx470,2010,jeep,yes,petrol,4.6,118365.5,4,automatic,4x4,leftwheel,grey,0
27858,640.0,hyundai,santafe,2013,jeep,yes,diesel,2,273371.0,4,automatic,front,leftwheel,silver,4
22357,642.0,chevrolet,orlando,2012,jeep,yes,diesel,2,176379.0,4,automatic,front,leftwheel,grey,4
1882,862.0,toyota,camry,2011,sedan,yes,petrol,2.5,236936.0,4,automatic,front,leftwheel,blue,12
20385,934.0,toyota,rav4,2015,jeep,yes,petrol,2.5,91174.0,4,automatic,4x4,leftwheel,silver,0
862,781.0,lexus,gx470,2008,jeep,yes,petrol,4.7,263190.0,4,automatic,4x4,leftwheel,white,0
12231,707.0,ford,transitconnect,2011,goodswagon,no,petrol,2,160000.0,4,automatic,front,leftwheel,grey,6
1803,585.0,toyota,prius,2013,hatchback,yes,hybrid,1.8,245486.0,4,automatic,front,leftwheel,blue,12
4391,456.0,toyota,avalon,2015,sedan,yes,hybrid,2.5,0.0,4,automatic,front,leftwheel,white,12
44533,1413.0,hyundai,genesis,2016,sedan,yes,petrol,3.3,33705.0,4,automatic,front,leftwheel,grey,4
16621,639.0,ford,focusse,2014,hatchback,no,petrol,2,130326.0,4,automatic,front,leftwheel,grey,6
37066,770.0,hyundai,tucson,2016,jeep,yes,diesel,1.7,88000.0,4,automatic,front,leftwheel,silver,4
24462,777.0,toyota,camry,2014,sedan,yes,petrol,2.5,66000.0,4,tiptronic,front,leftwheel,black,10
1333,585.0,lexus,ct200h,2013,sedan,yes,hybrid,1.8,0.0,4,automatic,front,leftwheel,red,0
16546,769.0,hyundai,santafe,2011,jeep,yes,diesel,2.2,244538.0,4,automatic,front,leftwheel,silver,4
11917,742.0,honda,civic,2008,sedan,no,hybrid,1.3,248126.0,4,automatic,front,leftwheel,black,8
48534,1017.0,hyundai,santafe,2017,jeep,yes,diesel,2,78843.0,4,automatic,front,leftwheel,silver,4
10349,830.0,chevrolet,equinox,2019,sedan,yes,petrol,1.5,17051.0,4,automatic,front,leftwheel,white,12
20005,531.0,hyundai,elantra,2012,sedan,yes,petrol,1.6,96860.0,4,automatic,front,leftwheel,white,4
30891,697.0,honda,civic,2015,sedan,yes,petrol,1.8,100658.0,4,automatic,front,leftwheel,silver,4
14740,697.0,hyundai,elantra,2015,sedan,yes,petrol,1.8,10000.0,4,tiptronic,front,leftwheel,black,9
7213,1282.0,kia,sportage,2007,jeep,yes,diesel,2,89472.0,4,automatic,front,leftwheel,silver,4
3607,781.0,toyota,camry,2012,sedan,yes,hybrid,2.5,156518.0,4,automatic,front,leftwheel,white,12
3607,781.0,toyota,camry,2012,sedan,yes,hybrid,2.5,156518.0,4,automatic,front,leftwheel,white,12
1882,1211.0,bmw,x5,2010,jeep,yes,diesel,3,265210.0,4,automatic,4x4,leftwheel,black,0
36219,1091.0,hyundai,h1,2016,universal,yes,diesel,2.5,156151.0,4,automatic,front,leftwheel,grey,4
627,1172.0,nissan,maxima,2011,sedan,yes,petrol,3.5,147242.0,4,automatic,front,leftwheel,blue,12
188,481.0,ford,fusion,2017,sedan,yes,hybrid,2,78373.0,4,automatic,front,leftwheel,white,12
11447,777.0,lexus,is250,2014,sedan,yes,petrol,2.5,87462.0,4,automatic,rear,leftwheel,black,12
38574,518.0,toyota,camry,2016,sedan,yes,hybrid,2.5,60000.0,4,automatic,front,leftwheel,white,12
9252,1673.0,ford,transit,2005,goodswagon,no,diesel,2.0turbo,170000.0,4,manual,front,leftwheel,white,4
26971,781.0,mercedes-benz,cls55amg,2019,coupe,yes,petrol,4,0.0,4,automatic,4x4,leftwheel,silver,12
40688,1091.0,hyundai,h1,2016,universal,yes,diesel,2.5,135206.0,4,automatic,front,leftwheel,white,4
5739,761.0,daewoo,lacetti,2010,sedan,yes,petrol,1.8,86382.0,4,automatic,front,leftwheel,silver,4
24283,640.0,hyundai,santafe,2013,jeep,yes,diesel,2,238939.0,4,automatic,front,leftwheel,silver,4
1176,753.0,hyundai,sonata,2012,sedan,yes,hybrid,2.4,0.0,4,automatic,front,leftwheel,red,0
3136,528.0,ford,fiestase,2014,hatchback,no,petrol,1.6,144000.0,4,automatic,front,leftwheel,red,7
47989,971.0,ssangyong,rexton,2016,jeep,yes,diesel,2.2,110170.0,4,automatic,front,leftwheel,black,4
3293,810.0,toyota,corolla,2016,sedan,yes,petrol,1.8,94602.0,4,automatic,front,leftwheel,black,12
251,753.0,hyundai,sonata,2012,sedan,yes,hybrid,2.4,259184.0,4,automatic,front,leftwheel,silver,0
16151,586.0,toyota,priusv,2012,hatchback,no,hybrid,1.8,144000.0,4,automatic,front,leftwheel,white,0
11604,639.0,hyundai,sonata,2014,sedan,yes,lpg,2,118365.5,4,automatic,front,leftwheel,silver,4
13485,551.0,chevrolet,spark,2017,sedan,yes,petrol,1,32852.0,4,automatic,front,leftwheel,silver,4
20266,642.0,hyundai,sonata,2012,sedan,yes,petrol,2,161952.0,4,automatic,front,leftwheel,black,4
15524,738.0,chevrolet,cruzelt,2017,sedan,no,petrol,1.4,26585.0,4,automatic,front,leftwheel,grey,8
21950,862.0,hyundai,h1grandstarex,2011,minivan,yes,diesel,2.5turbo,72000.0,4,tiptronic,rear,leftwheel,white,2
7213,915.0,bmw,x5,2014,jeep,yes,diesel,3,0.0,4,automatic,4x4,leftwheel,black,0
5645,640.0,subaru,xv,2013,sedan,yes,petrol,2,105523.0,4,automatic,4x4,leftwheel,blue,0
3763,879.0,ford,fiesta,2019,sedan,yes,petrol,1.6,47736.0,4,automatic,front,leftwheel,grey,12
10976,843.0,toyota,prius,2008,hatchback,yes,hybrid,1.5,178000.0,4,variator,front,leftwheel,golden,12
8154,919.0,bmw,x5,2012,jeep,yes,diesel,3,103458.0,4,automatic,4x4,leftwheel,white,0
4861,1307.0,dodge,challenger,2015,coupe,yes,petrol,3.6,72608.0,4,automatic,rear,leftwheel,grey,12
392,690.0,lexus,rx450,2016,jeep,yes,hybrid,3.5,27038.0,4,automatic,4x4,leftwheel,white,12
16358,1141.0,jeep,compass,2009,jeep,yes,petrol,2.4,167510.0,4,automatic,front,leftwheel,red,4
17249,562.0,chevrolet,cruze,2015,sedan,yes,petrol,1.4turbo,37000.0,4,automatic,front,leftwheel,brown,8
7840,1111.0,honda,fit,2012,hatchback,yes,hybrid,1.3,59000.0,4,variator,front,right-handdrive,black,4
470,1083.0,chevrolet,impala,2013,sedan,yes,petrol,3.6,295126.0,4,automatic,front,leftwheel,black,12
9722,609.0,toyota,camry,2018,sedan,yes,hybrid,2.5,127515.0,4,automatic,front,leftwheel,black,12
3293,1273.0,lexus,rx350,2015,jeep,yes,petrol,3.5,71939.0,4,automatic,4x4,leftwheel,black,12
21639,749.0,hyundai,sonatasport,2014,sedan,no,petrol,2.4,92000.0,4,tiptronic,front,leftwheel,grey,12
16308,586.0,toyota,prius,2012,hatchback,no,hybrid,1.8,99000.0,4,automatic,front,leftwheel,blue,7
15718,836.0,ssangyong,actyon,2010,jeep,yes,diesel,2,237003.0,4,automatic,front,leftwheel,silver,4
44875,930.0,hyundai,tucson,2018,jeep,yes,diesel,1.7,87862.0,4,automatic,front,leftwheel,white,4
35168,308.0,toyota,aqua,2015,universal,yes,hybrid,1.5,31040.0,4,automatic,front,leftwheel,black,4
35237,891.0,hyundai,tucson,2016,jeep,yes,diesel,2,120142.0,4,automatic,front,leftwheel,white,4
13877,836.0,hyundai,sonata,2010,sedan,yes,petrol,2,161240.0,4,automatic,front,leftwheel,white,4
20695,697.0,ford,transit,2012,goodswagon,no,diesel,2.2turbo,272000.0,4,manual,front,leftwheel,white,2
31361,1091.0,toyota,camry,2016,sedan,yes,petrol,2.5,70000.0,4,tiptronic,front,leftwheel,black,14
392,831.0,hyundai,tucson,2011,jeep,yes,petrol,2.4,179746.0,4,automatic,front,leftwheel,white,0
49431,765.0,hyundai,sonata,2015,sedan,yes,petrol,2,63750.0,4,automatic,front,leftwheel,black,4
34560,345.0,honda,fit,2016,universal,yes,hybrid,1.5,23779.0,4,automatic,front,leftwheel,yellow,4
470,753.0,hyundai,sonata,2012,jeep,yes,hybrid,2.4,123862.0,4,automatic,front,leftwheel,white,0
188,640.0,volkswagen,scirocco,2013,sedan,yes,petrol,2,64930.0,4,automatic,front,leftwheel,black,12
43281,831.0,ssangyong,actyon,2017,jeep,yes,diesel,1.6,59647.0,4,automatic,front,leftwheel,blue,4
23129,831.0,chevrolet,captiva,2011,jeep,yes,petrol,2.4,81344.0,4,automatic,front,leftwheel,white,4
13500,891.0,hyundai,santafe,2016,jeep,yes,diesel,2,90612.0,4,automatic,front,leftwheel,black,4
470,353.0,lexus,ct200h,2015,hatchback,yes,hybrid,1.8,115347.0,4,automatic,front,leftwheel,grey,0
22843,642.0,ssangyong,korando,2012,jeep,yes,diesel,2,141641.0,4,automatic,front,leftwheel,white,4
20385,639.0,ford,fusion,2014,sedan,yes,petrol,2.0turbo,70600.0,4,tiptronic,front,leftwheel,white,8
16621,1172.0,mercedes-benz,e350,2011,sedan,yes,diesel,3.5,119379.0,4,automatic,4x4,leftwheel,silver,12
17249,934.0,ford,fusion,2015,sedan,no,petrol,2.5,112000.0,4,automatic,front,leftwheel,white,8
11133,917.0,audi,a7,2013,hatchback,yes,petrol,3,301707.0,4,automatic,4x4,leftwheel,grey,0
157,1578.0,bmw,x5,2015,jeep,yes,petrol,4.4,117782.0,4,automatic,4x4,leftwheel,black,12
3450,781.0,chevrolet,impala,2019,sedan,yes,petrol,3.6,18438.0,4,automatic,front,leftwheel,silver,12
14740,474.0,chevrolet,cruze,2013,sedan,no,petrol,1.4turbo,93000.0,4,automatic,front,leftwheel,purple,8
10349,1018.0,bmw,x5,2011,jeep,yes,diesel,3,332243.0,4,automatic,4x4,leftwheel,black,0
33556,1055.0,mercedes-benz,e350,2013,coupe,yes,petrol,3.5,110000.0,4,tiptronic,rear,leftwheel,black,8
7665,1099.0,hyundai,grandeur,2010,sedan,yes,lpg,2.7,68224.0,4,automatic,front,leftwheel,silver,4
4861,781.0,subaru,forester,2012,jeep,yes,petrol,2.5,260133.0,4,automatic,4x4,leftwheel,silver,0
1882,456.0,toyota,camry,2015,sedan,yes,hybrid,2.5,273651.0,4,automatic,front,leftwheel,black,12
10506,781.0,ford,f150,2019,sedan,yes,petrol,5,7224.0,4,automatic,front,leftwheel,black,12
5802,1055.0,mercedes-benz,e350,2013,sedan,yes,diesel,3.5,107800.0,4,automatic,rear,leftwheel,grey,12
17249,1528.0,ford,transit,2007,microbus,no,diesel,2.4,168000.0,4,manual,rear,leftwheel,blue,2
13500,1055.0,lexus,rx350,2013,jeep,yes,petrol,3.5,69997.0,4,automatic,front,leftwheel,black,4
20382,891.0,hyundai,sonata,2016,sedan,yes,petrol,2,44608.0,4,automatic,front,leftwheel,white,4
15681,934.0,subaru,forester,2015,jeep,yes,petrol,2.5,0.0,4,variator,4x4,leftwheel,silver,12
26343,259.0,chevrolet,volt,2014,hatchback,no,plug-inhybrid,1.4,66000.0,4,automatic,front,leftwheel,silver,10
549,761.0,toyota,prius,2010,hatchback,yes,hybrid,1.8,236539.0,4,automatic,front,leftwheel,white,0
7213,915.0,mercedes-benz,gl350,2014,jeep,yes,diesel,3,86541.0,4,automatic,4x4,leftwheel,blue,12
627,781.0,ford,escape,2012,jeep,yes,hybrid,2.5,239395.0,4,automatic,front,leftwheel,white,12
3450,1017.0,mercedes-benz,e300,2017,sedan,yes,petrol,2,50930.0,4,automatic,rear,leftwheel,black,12
3920,640.0,audi,a4,2013,sedan,yes,petrol,2,157584.0,4,automatic,4x4,leftwheel,black,0
6586,1077.0,toyota,chr,2019,coupe,yes,petrol,2,5219.0,4,automatic,front,leftwheel,white,12
19601,629.0,hyundai,elantra,2015,sedan,yes,lpg,1.6,35607.0,4,automatic,front,leftwheel,white,4
1490,1058.0,toyota,highlander,2012,jeep,yes,hybrid,3.5,118365.5,4,automatic,4x4,leftwheel,white,12
30734,781.0,lexus,gx470,2009,jeep,yes,petrol,4.7,264339.0,4,automatic,4x4,leftwheel,black,0
32302,1360.0,mercedes-benz,gl550,2013,jeep,yes,petrol,4.6,214763.0,4,automatic,4x4,leftwheel,black,12
38016,770.0,hyundai,tucson,2016,jeep,yes,diesel,1.7,116082.0,4,automatic,front,leftwheel,white,4
15681,891.0,hyundai,sonata,2016,sedan,yes,lpg,2,258706.0,4,automatic,front,leftwheel,silver,4
14113,781.0,honda,cr-vlx,2006,jeep,no,petrol,2.4,1000.0,4,automatic,front,leftwheel,brown,0
45633,831.0,ssangyong,actyon,2017,jeep,yes,diesel,1.6,71000.0,4,automatic,front,leftwheel,blue,4
11604,1246.0,ford,escape,2008,jeep,no,hybrid,2.3,156423.0,4,automatic,front,leftwheel,black,6
25264,777.0,hyundai,h1,2014,minivan,yes,diesel,2.5,198916.0,4,automatic,front,leftwheel,yellow,4
43905,1533.0,jeep,wranglersport,2016,jeep,no,petrol,3.6,70542.0,4,automatic,4x4,leftwheel,grey,0
9095,1047.0,opel,astrah,2007,hatchback,no,petrol,1.6,190000.0,4,manual,front,leftwheel,silver,6
21558,503.0,toyota,aqua,2012,hatchback,yes,petrol,1.5,20400.0,4,automatic,front,leftwheel,blue,4
14426,394.0,lexus,es300,2014,sedan,yes,hybrid,2.5,176213.0,4,automatic,front,leftwheel,black,12
13485,765.0,hyundai,sonata,2015,sedan,yes,lpg,2,72369.0,4,automatic,front,leftwheel,silver,4
15681,585.0,hyundai,elantra,2013,sedan,yes,petrol,1.8,70978.0,4,automatic,front,leftwheel,blue,0
28589,640.0,hyundai,santafe,2013,jeep,yes,diesel,2,179067.0,4,automatic,front,leftwheel,black,4
16286,629.0,hyundai,accent,2015,sedan,yes,diesel,1.6,39712.0,4,automatic,front,leftwheel,red,4
5018,364.0,chevrolet,spark,2012,hatchback,yes,petrol,1,129436.0,4,automatic,front,leftwheel,silver,4
29777,831.0,chevrolet,aveo,2017,sedan,yes,petrol,1.6,67122.0,4,automatic,front,leftwheel,black,4
19757,586.0,toyota,prius,2012,hatchback,no,hybrid,1.8,182000.0,4,variator,front,leftwheel,white,12
157,1055.0,mercedes-benz,e350,2013,sedan,yes,diesel,3.5,237158.0,4,automatic,4x4,leftwheel,black,12
28225,900.0,fiat,500xlounge,2015,jeep,yes,petrol,2.4,46000.0,4,tiptronic,4x4,leftwheel,silver,12
